sale_id,product_id,warehouse_id,sale_date,quantity_sold,selling_price,sales_amount
SAL0003427,P0089,WH001,2026-04-18,22,7891.09,173603.98
SAL0003428,P0134,WH001,2025-08-21,66,4427.4,292208.4
SAL0003429,P0081,WH004,2026-05-03,42,2089.55,87761.1
SAL0003430,P0095,WH005,2026-02-11,76,16693.57,1268711.32
SAL0003431,P0145,WH005,2025-10-05,45,10988.78,494495.1
SAL0003432,P0059,WH008,2025-12-07,11,11103.0,122133.0
SAL0003433,P0054,WH004,2026-03-04,53,11936.62,632640.86
SAL0003434,P0126,WH005,2026-06-24,60,16061.16,963669.6
SAL0003435,P0048,WH007,2026-06-12,29,5653.52,163952.08
SAL0003436,P0068,WH007,2026-03-13,20,7651.09,153021.8
SAL0003437,P0107,WH005,2025-10-03,5,6158.26,30791.3
SAL0003438,P0078,WH007,2026-04-24,25,9150.16,228754.0
SAL0003439,P0077,WH008,2025-10-28,34,12721.04,432515.36
SAL0003440,P0027,WH003,2025-08-27,12,9782.53,117390.36
SAL0003441,P0088,WH005,2026-04-23,28,673.42,18855.76
SAL0003442,P0072,WH007,2025-12-05,6,2337.16,14022.96
SAL0003443,P0047,WH001,2026-02-19,19,12742.54,242108.26
SAL0003444,P0103,WH003,2025-08-26,12,12534.03,150408.36
SAL0003445,P0021,WH001,2025-12-22,25,7447.62,186190.5
SAL0003446,P0115,WH001,2025-10-15,13,7832.13,101817.69
SAL0003447,P0057,WH007,2026-03-29,76,1071.29,81418.04
SAL0003448,P0105,WH007,2025-11-06,3,1294.66,3883.98
SAL0003449,P0095,WH004,2025-12-28,24,16693.57,400645.68
SAL0003450,P0110,WH006,2025-12-25,8,8117.34,64938.72
SAL0003451,P0027,WH005,2026-05-03,45,9782.53,440213.85
SAL0003452,P0128,WH005,2025-10-24,72,14193.47,1021929.84
SAL0003453,P0076,WH005,2025-12-22,1,9723.65,9723.65
SAL0003454,P0035,WH005,2026-04-01,3,12109.87,36329.61
SAL0003455,P0098,WH007,2026-06-20,65,8703.81,565747.65
SAL0003456,P0144,WH003,2026-04-30,15,13859.79,207896.85
SAL0003457,P0036,WH002,2026-01-13,50,11599.04,579952.0
SAL0003458,P0066,WH001,2025-12-26,20,4517.29,90345.8
SAL0003459,P0056,WH006,2026-02-28,3,189.21,567.63
SAL0003460,P0145,WH008,2026-04-19,61,10988.78,670315.58
SAL0003461,P0148,WH006,2025-12-04,15,3215.0,48225.0
SAL0003462,P0094,WH002,2026-03-09,59,4499.9,265494.1
SAL0003463,P0106,WH008,2026-02-21,54,12961.82,699938.28
SAL0003464,P0084,WH008,2026-05-31,60,383.71,23022.6
SAL0003465,P0136,WH002,2026-03-17,37,9626.15,356167.55
SAL0003466,P0146,WH008,2025-11-10,21,12971.8,272407.8
SAL0003467,P0018,WH002,2026-03-07,23,1249.34,28734.82
SAL0003468,P0146,WH007,2026-02-12,18,12971.8,233492.4
SAL0003469,P0125,WH003,2026-07-29,17,13379.19,227446.23
SAL0003470,P0002,WH002,2026-02-14,31,1611.45,49954.95
SAL0003471,P0076,WH008,2026-04-20,64,9723.65,622313.6
SAL0003472,P0138,WH008,2026-07-05,48,14687.9,705019.2
SAL0003473,P0142,WH003,2026-07-29,26,10972.07,285273.82
SAL0003474,P0026,WH007,2026-05-30,22,3320.79,73057.38
SAL0003475,P0047,WH004,2026-03-24,45,12742.54,573414.3
SAL0003476,P0030,WH008,2026-01-16,36,11747.59,422913.24
SAL0003477,P0056,WH008,2026-06-02,64,189.21,12109.44
SAL0003478,P0119,WH004,2026-05-01,35,15091.44,528200.4
SAL0003479,P0132,WH006,2025-11-07,75,17778.84,1333413.0
SAL0003480,P0139,WH004,2026-03-28,27,16335.66,441062.82
SAL0003481,P0130,WH003,2025-09-01,68,14491.67,985433.56
SAL0003482,P0140,WH003,2026-02-24,17,9565.42,162612.14
SAL0003483,P0021,WH001,2025-08-18,70,7447.62,521333.4
SAL0003484,P0068,WH008,2026-04-12,11,7651.09,84161.99
SAL0003485,P0126,WH002,2026-01-08,5,16061.16,80305.8
SAL0003486,P0043,WH005,2026-06-11,58,15848.89,919235.62
SAL0003487,P0100,WH005,2026-04-20,57,937.89,53459.73
SAL0003488,P0123,WH002,2025-08-04,74,5568.28,412052.72
SAL0003489,P0093,WH005,2026-03-12,74,14803.06,1095426.44
SAL0003490,P0140,WH005,2025-08-01,74,9565.42,707841.08
SAL0003491,P0129,WH007,2026-03-01,14,5306.75,74294.5
SAL0003492,P0116,WH005,2025-12-25,72,9441.89,679816.08
SAL0003493,P0115,WH006,2026-01-07,1,7832.13,7832.13
SAL0003494,P0142,WH008,2026-05-27,16,10972.07,175553.12
SAL0003495,P0119,WH008,2025-12-05,26,15091.44,392377.44
SAL0003496,P0093,WH008,2025-12-28,49,14803.06,725349.94
SAL0003497,P0142,WH003,2026-08-12,42,10972.07,460826.94
SAL0003498,P0009,WH003,2026-06-30,70,13538.59,947701.3
SAL0003499,P0073,WH003,2025-11-30,66,1439.34,94996.44
SAL0003500,P0026,WH002,2026-04-20,53,3320.79,176001.87
SAL0003501,P0106,WH004,2026-05-18,9,12961.82,116656.38
SAL0003502,P0145,WH006,2025-09-24,69,10988.78,758225.82
SAL0003503,P0068,WH006,2025-11-03,40,7651.09,306043.6
SAL0003504,P0110,WH005,2025-11-04,56,8117.34,454571.04
SAL0003505,P0131,WH008,2025-10-21,5,332.15,1660.75
SAL0003506,P0025,WH001,2025-08-02,56,7089.85,397031.6
SAL0003507,P0021,WH003,2026-06-27,72,7447.62,536228.64
SAL0003508,P0140,WH007,2025-10-16,5,9565.42,47827.1
SAL0003509,P0054,WH006,2026-03-12,69,11936.62,823626.78
SAL0003510,P0001,WH006,2025-09-21,52,11805.32,613876.64
SAL0003511,P0128,WH001,2026-02-20,73,14193.47,1036123.31
SAL0003512,P0001,WH005,2026-05-07,33,11805.32,389575.56
SAL0003513,P0135,WH006,2026-01-16,22,13819.48,304028.56
SAL0003514,P0010,WH008,2026-01-18,15,12927.18,193907.7
SAL0003515,P0143,WH006,2026-05-29,65,13992.71,909526.15
SAL0003516,P0040,WH004,2026-06-01,71,3922.35,278486.85
SAL0003517,P0139,WH001,2025-08-18,23,16335.66,375720.18
SAL0003518,P0045,WH007,2025-09-17,6,7353.86,44123.16
SAL0003519,P0087,WH007,2025-08-28,58,12269.88,711653.04
SAL0003520,P0141,WH005,2026-02-21,26,3336.79,86756.54
SAL0003521,P0027,WH005,2026-06-07,12,9782.53,117390.36
SAL0003522,P0050,WH003,2025-10-18,77,4526.14,348512.78
SAL0003523,P0061,WH004,2026-06-29,77,685.7,52798.9
SAL0003524,P0013,WH005,2026-02-08,2,5230.23,10460.46
SAL0003525,P0140,WH008,2025-09-05,32,9565.42,306093.44
SAL0003526,P0085,WH004,2026-06-05,50,1427.09,71354.5
SAL0003527,P0084,WH003,2025-10-11,61,383.71,23406.31
SAL0003528,P0020,WH008,2026-06-15,11,13830.77,152138.47
SAL0003529,P0031,WH007,2026-07-27,68,3886.37,264273.16
SAL0003530,P0008,WH001,2025-09-30,34,13511.51,459391.34
SAL0003531,P0024,WH006,2026-07-02,8,10854.56,86836.48
SAL0003532,P0033,WH006,2026-07-05,8,14261.13,114089.04
SAL0003533,P0042,WH002,2025-09-22,15,10059.55,150893.25
SAL0003534,P0143,WH002,2026-05-31,5,13992.71,69963.55
SAL0003535,P0139,WH002,2026-01-14,19,16335.66,310377.54
SAL0003536,P0094,WH006,2025-08-21,74,4499.9,332992.6
SAL0003537,P0037,WH004,2026-04-07,9,1839.84,16558.56
SAL0003538,P0147,WH008,2026-07-07,57,826.55,47113.35
SAL0003539,P0034,WH002,2026-04-23,54,12148.61,656024.94
SAL0003540,P0053,WH001,2025-10-01,29,4950.69,143570.01
SAL0003541,P0140,WH005,2025-11-03,19,9565.42,181742.98
SAL0003542,P0096,WH008,2025-08-08,77,13787.01,1061599.77
SAL0003543,P0105,WH004,2026-03-31,46,1294.66,59554.36
SAL0003544,P0048,WH006,2026-07-02,62,5653.52,350518.24
SAL0003545,P0040,WH001,2026-02-14,60,3922.35,235341.0
SAL0003546,P0088,WH007,2025-10-29,5,673.42,3367.1
SAL0003547,P0043,WH006,2025-09-26,33,15848.89,523013.37
SAL0003548,P0017,WH004,2026-06-18,55,12869.16,707803.8
SAL0003549,P0102,WH004,2026-06-05,19,11449.48,217540.12
SAL0003550,P0111,WH004,2026-05-09,17,10269.05,174573.85
SAL0003551,P0070,WH003,2025-09-07,42,13711.66,575889.72
SAL0003552,P0060,WH005,2026-01-17,22,5035.5,110781.0
SAL0003553,P0077,WH008,2026-03-17,39,12721.04,496120.56
SAL0003554,P0035,WH002,2025-12-12,27,12109.87,326966.49
SAL0003555,P0016,WH003,2025-08-23,76,3864.55,293705.8
SAL0003556,P0146,WH005,2026-08-11,46,12971.8,596702.8
SAL0003557,P0038,WH006,2025-11-26,28,3005.11,84143.08
SAL0003558,P0032,WH002,2026-07-19,52,4077.66,212038.32
SAL0003559,P0007,WH007,2026-03-23,65,542.22,35244.3
SAL0003560,P0046,WH003,2025-10-25,39,4393.97,171364.83
SAL0003561,P0018,WH003,2025-08-07,18,1249.34,22488.12
SAL0003562,P0071,WH008,2026-02-03,22,10220.28,224846.16
SAL0003563,P0040,WH001,2025-09-26,68,3922.35,266719.8
SAL0003564,P0088,WH008,2025-10-12,11,673.42,7407.62
SAL0003565,P0078,WH007,2025-08-12,64,9150.16,585610.24
SAL0003566,P0005,WH007,2026-03-06,71,8142.68,578130.28
SAL0003567,P0086,WH003,2026-06-29,57,6177.93,352142.01
SAL0003568,P0022,WH004,2026-05-24,35,12421.92,434767.2
SAL0003569,P0074,WH006,2026-03-19,37,10068.76,372544.12
SAL0003570,P0090,WH007,2025-08-10,50,12387.89,619394.5
SAL0003571,P0079,WH008,2026-03-06,30,8567.49,257024.7
SAL0003572,P0119,WH003,2025-10-03,17,15091.44,256554.48
SAL0003573,P0129,WH004,2026-01-24,33,5306.75,175122.75
SAL0003574,P0078,WH005,2025-09-04,16,9150.16,146402.56
SAL0003575,P0036,WH005,2026-03-07,15,11599.04,173985.6
SAL0003576,P0095,WH008,2025-10-09,13,16693.57,217016.41
SAL0003577,P0028,WH007,2026-01-03,3,5125.77,15377.31
SAL0003578,P0098,WH004,2025-08-29,24,8703.81,208891.44
SAL0003579,P0035,WH001,2025-12-27,23,12109.87,278527.01
SAL0003580,P0062,WH008,2025-11-08,59,4668.52,275442.68
SAL0003581,P0087,WH001,2026-06-10,55,12269.88,674843.4
SAL0003582,P0108,WH005,2026-03-10,65,9691.84,629969.6
SAL0003583,P0125,WH006,2026-06-27,32,13379.19,428134.08
SAL0003584,P0079,WH003,2026-06-27,60,8567.49,514049.4
SAL0003585,P0125,WH008,2025-10-01,30,13379.19,401375.7
SAL0003586,P0061,WH007,2026-07-24,66,685.7,45256.2
SAL0003587,P0026,WH007,2025-11-12,18,3320.79,59774.22
SAL0003588,P0057,WH005,2025-09-06,59,1071.29,63206.11
SAL0003589,P0132,WH005,2026-02-22,53,17778.84,942278.52
SAL0003590,P0042,WH008,2026-04-30,64,10059.55,643811.2
SAL0003591,P0022,WH008,2025-08-23,30,12421.92,372657.6
SAL0003592,P0139,WH004,2025-10-14,18,16335.66,294041.88
SAL0003593,P0090,WH001,2025-12-12,5,12387.89,61939.45
SAL0003594,P0058,WH006,2026-05-14,69,5550.94,383014.86
SAL0003595,P0007,WH004,2026-02-09,8,542.22,4337.76
SAL0003596,P0136,WH005,2026-02-19,9,9626.15,86635.35
SAL0003597,P0051,WH002,2026-04-08,32,7869.03,251808.96
SAL0003598,P0090,WH003,2026-01-09,14,12387.89,173430.46
SAL0003599,P0108,WH005,2026-08-08,13,9691.84,125993.92
SAL0003600,P0009,WH008,2026-03-29,18,13538.59,243694.62
SAL0003601,P0038,WH004,2026-02-18,68,3005.11,204347.48
SAL0003602,P0111,WH002,2025-08-19,22,10269.05,225919.1
SAL0003603,P0013,WH002,2026-07-12,20,5230.23,104604.6
SAL0003604,P0007,WH005,2025-08-18,15,542.22,8133.3
SAL0003605,P0139,WH006,2026-04-15,7,16335.66,114349.62
SAL0003606,P0067,WH001,2026-04-15,77,486.56,37465.12
SAL0003607,P0041,WH002,2026-07-10,30,9233.93,277017.9
SAL0003608,P0016,WH007,2026-07-03,5,3864.55,19322.75
SAL0003609,P0044,WH008,2025-08-07,1,11696.79,11696.79
SAL0003610,P0050,WH008,2025-08-15,60,4526.14,271568.4
SAL0003611,P0134,WH003,2025-08-29,31,4427.4,137249.4
SAL0003612,P0018,WH008,2026-08-12,20,1249.34,24986.8
SAL0003613,P0147,WH004,2025-08-05,64,826.55,52899.2
SAL0003614,P0051,WH004,2026-03-05,64,7869.03,503617.92
SAL0003615,P0003,WH004,2026-06-01,29,10805.71,313365.59
SAL0003616,P0089,WH007,2026-03-03,10,7891.09,78910.9
SAL0003617,P0054,WH005,2026-05-06,29,11936.62,346161.98
SAL0003618,P0049,WH004,2025-12-17,31,8075.59,250343.29
SAL0003619,P0028,WH007,2025-10-11,75,5125.77,384432.75
SAL0003620,P0038,WH004,2026-03-30,30,3005.11,90153.3
SAL0003621,P0028,WH003,2026-01-11,25,5125.77,128144.25
SAL0003622,P0032,WH007,2025-08-31,58,4077.66,236504.28
SAL0003623,P0041,WH001,2025-10-10,57,9233.93,526334.01
SAL0003624,P0036,WH006,2025-08-19,63,11599.04,730739.52
SAL0003625,P0103,WH005,2025-08-15,37,12534.03,463759.11
SAL0003626,P0036,WH005,2025-09-15,58,11599.04,672744.32
SAL0003627,P0107,WH004,2026-08-07,28,6158.26,172431.28
SAL0003628,P0126,WH003,2025-12-25,27,16061.16,433651.32
SAL0003629,P0087,WH002,2025-09-03,70,12269.88,858891.6
SAL0003630,P0066,WH007,2025-09-26,37,4517.29,167139.73
SAL0003631,P0138,WH004,2025-08-25,6,14687.9,88127.4
SAL0003632,P0070,WH007,2026-05-26,77,13711.66,1055797.82
SAL0003633,P0079,WH004,2026-05-16,62,8567.49,531184.38
SAL0003634,P0093,WH005,2026-01-30,33,14803.06,488500.98
SAL0003635,P0092,WH005,2026-01-12,78,11125.06,867754.68
SAL0003636,P0022,WH004,2026-01-11,40,12421.92,496876.8
SAL0003637,P0020,WH005,2026-05-13,41,13830.77,567061.57
SAL0003638,P0033,WH003,2026-08-11,42,14261.13,598967.46
SAL0003639,P0143,WH002,2026-03-21,9,13992.71,125934.39
SAL0003640,P0135,WH002,2026-01-31,18,13819.48,248750.64
SAL0003641,P0090,WH007,2026-08-04,15,12387.89,185818.35
SAL0003642,P0050,WH002,2025-08-25,4,4526.14,18104.56
SAL0003643,P0010,WH007,2026-07-12,34,12927.18,439524.12
SAL0003644,P0079,WH004,2025-11-07,62,8567.49,531184.38
SAL0003645,P0037,WH006,2025-11-22,38,1839.84,69913.92
SAL0003646,P0059,WH004,2026-05-15,71,11103.0,788313.0
SAL0003647,P0088,WH004,2025-09-02,23,673.42,15488.66
SAL0003648,P0104,WH003,2026-07-19,20,13530.23,270604.6
SAL0003649,P0063,WH002,2026-06-05,56,9321.2,521987.2
SAL0003650,P0021,WH005,2025-08-05,53,7447.62,394723.86
SAL0003651,P0104,WH005,2025-09-04,2,13530.23,27060.46
SAL0003652,P0079,WH001,2026-05-11,21,8567.49,179917.29
SAL0003653,P0037,WH001,2025-08-24,76,1839.84,139827.84
SAL0003654,P0045,WH007,2026-05-05,42,7353.86,308862.12
SAL0003655,P0142,WH008,2026-01-24,57,10972.07,625407.99
SAL0003656,P0043,WH006,2026-02-03,49,15848.89,776595.61
SAL0003657,P0116,WH007,2025-09-22,10,9441.89,94418.9
SAL0003658,P0085,WH005,2026-02-05,72,1427.09,102750.48
SAL0003659,P0084,WH002,2025-09-20,61,383.71,23406.31
SAL0003660,P0003,WH007,2025-09-23,21,10805.71,226919.91
SAL0003661,P0104,WH004,2026-06-10,60,13530.23,811813.8
SAL0003662,P0087,WH005,2026-08-10,13,12269.88,159508.44
SAL0003663,P0111,WH006,2026-03-24,48,10269.05,492914.4
SAL0003664,P0087,WH006,2025-11-25,40,12269.88,490795.2
SAL0003665,P0091,WH005,2026-01-30,63,10637.54,670165.02
SAL0003666,P0035,WH008,2025-12-05,76,12109.87,920350.12
SAL0003667,P0096,WH001,2026-06-28,9,13787.01,124083.09
SAL0003668,P0086,WH008,2025-11-06,57,6177.93,352142.01
SAL0003669,P0136,WH002,2026-04-29,51,9626.15,490933.65
SAL0003670,P0116,WH005,2026-02-01,40,9441.89,377675.6
SAL0003671,P0146,WH004,2026-07-19,76,12971.8,985856.8
SAL0003672,P0092,WH004,2026-01-20,73,11125.06,812129.38
SAL0003673,P0140,WH003,2026-04-24,64,9565.42,612186.88
SAL0003674,P0002,WH004,2026-02-07,70,1611.45,112801.5
SAL0003675,P0124,WH005,2025-11-07,64,3098.15,198281.6
SAL0003676,P0004,WH005,2026-07-07,25,1797.79,44944.75
SAL0003677,P0109,WH004,2025-09-07,28,6650.85,186223.8
SAL0003678,P0111,WH001,2025-12-31,10,10269.05,102690.5
SAL0003679,P0034,WH002,2026-03-17,28,12148.61,340161.08
SAL0003680,P0087,WH006,2026-03-24,36,12269.88,441715.68
SAL0003681,P0013,WH005,2026-07-04,11,5230.23,57532.53
SAL0003682,P0007,WH004,2025-09-20,21,542.22,11386.62
SAL0003683,P0032,WH006,2026-03-06,26,4077.66,106019.16
SAL0003684,P0023,WH004,2026-07-09,18,3399.02,61182.36
SAL0003685,P0047,WH005,2025-11-20,68,12742.54,866492.72
SAL0003686,P0029,WH003,2026-01-22,41,5999.79,245991.39
SAL0003687,P0023,WH002,2025-12-06,15,3399.02,50985.3
SAL0003688,P0038,WH005,2026-06-19,23,3005.11,69117.53
SAL0003689,P0127,WH006,2026-04-03,41,600.7,24628.7
SAL0003690,P0044,WH004,2025-08-23,6,11696.79,70180.74
SAL0003691,P0005,WH003,2025-12-28,71,8142.68,578130.28
SAL0003692,P0040,WH007,2026-05-09,60,3922.35,235341.0
SAL0003693,P0139,WH005,2026-04-03,79,16335.66,1290517.14
SAL0003694,P0078,WH002,2025-08-20,52,9150.16,475808.32
SAL0003695,P0106,WH003,2025-10-25,9,12961.82,116656.38
SAL0003696,P0130,WH006,2025-09-23,30,14491.67,434750.1
SAL0003697,P0049,WH008,2026-01-18,44,8075.59,355325.96
SAL0003698,P0123,WH004,2026-03-12,62,5568.28,345233.36
SAL0003699,P0035,WH001,2026-03-09,43,12109.87,520724.41
SAL0003700,P0106,WH007,2025-11-11,28,12961.82,362930.96
SAL0003701,P0072,WH007,2026-04-16,8,2337.16,18697.28
SAL0003702,P0109,WH002,2026-02-22,51,6650.85,339193.35
SAL0003703,P0125,WH008,2026-01-15,30,13379.19,401375.7
SAL0003704,P0071,WH003,2026-01-07,11,10220.28,112423.08
SAL0003705,P0039,WH005,2026-02-11,20,10521.02,210420.4
SAL0003706,P0091,WH005,2026-01-15,31,10637.54,329763.74
SAL0003707,P0037,WH003,2026-04-26,34,1839.84,62554.56
SAL0003708,P0081,WH005,2026-05-17,12,2089.55,25074.6
SAL0003709,P0132,WH007,2026-03-10,48,17778.84,853384.32
SAL0003710,P0023,WH007,2026-07-14,28,3399.02,95172.56
SAL0003711,P0142,WH007,2025-12-05,67,10972.07,735128.69
SAL0003712,P0005,WH003,2025-09-22,63,8142.68,512988.84
SAL0003713,P0110,WH002,2026-04-15,48,8117.34,389632.32
SAL0003714,P0018,WH007,2025-09-07,42,1249.34,52472.28
SAL0003715,P0027,WH005,2026-03-07,52,9782.53,508691.56
SAL0003716,P0024,WH008,2026-03-22,5,10854.56,54272.8
SAL0003717,P0029,WH002,2026-08-10,77,5999.79,461983.83
SAL0003718,P0139,WH008,2025-08-25,12,16335.66,196027.92
SAL0003719,P0146,WH004,2026-04-03,59,12971.8,765336.2
SAL0003720,P0123,WH004,2025-11-15,65,5568.28,361938.2
SAL0003721,P0128,WH004,2026-05-22,52,14193.47,738060.44
SAL0003722,P0112,WH004,2026-02-01,43,7497.58,322395.94
SAL0003723,P0117,WH005,2026-03-07,63,10971.0,691173.0
SAL0003724,P0132,WH003,2025-08-14,50,17778.84,888942.0
SAL0003725,P0033,WH005,2026-03-14,39,14261.13,556184.07
SAL0003726,P0042,WH006,2026-07-07,42,10059.55,422501.1
SAL0003727,P0125,WH005,2025-09-27,17,13379.19,227446.23
SAL0003728,P0004,WH002,2025-09-07,43,1797.79,77304.97
SAL0003729,P0020,WH003,2025-09-22,49,13830.77,677707.73
SAL0003730,P0068,WH008,2025-09-11,5,7651.09,38255.45
SAL0003731,P0058,WH007,2025-09-22,1,5550.94,5550.94
SAL0003732,P0080,WH001,2026-02-08,67,12953.94,867913.98
SAL0003733,P0134,WH001,2026-03-13,24,4427.4,106257.6
SAL0003734,P0095,WH007,2025-08-16,29,16693.57,484113.53
SAL0003735,P0004,WH003,2026-07-29,15,1797.79,26966.85
SAL0003736,P0044,WH001,2025-09-16,4,11696.79,46787.16
SAL0003737,P0125,WH003,2026-08-09,44,13379.19,588684.36
SAL0003738,P0042,WH002,2025-08-23,65,10059.55,653870.75
SAL0003739,P0029,WH002,2026-07-13,79,5999.79,473983.41
SAL0003740,P0147,WH005,2026-03-12,31,826.55,25623.05
SAL0003741,P0044,WH001,2026-02-12,20,11696.79,233935.8
SAL0003742,P0055,WH007,2025-09-24,10,14208.97,142089.7
SAL0003743,P0080,WH003,2026-06-09,11,12953.94,142493.34
SAL0003744,P0133,WH008,2026-06-27,28,10911.61,305525.08
SAL0003745,P0113,WH002,2025-09-28,38,8027.64,305050.32
SAL0003746,P0021,WH005,2025-12-13,24,7447.62,178742.88
SAL0003747,P0078,WH001,2025-09-06,39,9150.16,356856.24
SAL0003748,P0150,WH001,2026-04-02,51,11200.18,571209.18
SAL0003749,P0030,WH001,2025-12-21,76,11747.59,892816.84
SAL0003750,P0023,WH008,2026-07-27,50,3399.02,169951.0
SAL0003751,P0005,WH002,2026-02-17,7,8142.68,56998.76
SAL0003752,P0063,WH008,2025-09-01,68,9321.2,633841.6
SAL0003753,P0059,WH002,2026-07-25,53,11103.0,588459.0
SAL0003754,P0082,WH001,2025-09-07,37,11631.72,430373.64
SAL0003755,P0052,WH002,2025-08-30,54,1381.73,74613.42
SAL0003756,P0065,WH001,2026-03-19,55,8713.96,479267.8
SAL0003757,P0039,WH004,2026-06-24,75,10521.02,789076.5
SAL0003758,P0003,WH002,2026-03-05,31,10805.71,334977.01
SAL0003759,P0071,WH003,2026-03-17,65,10220.28,664318.2
SAL0003760,P0015,WH002,2025-11-04,59,4962.3,292775.7
SAL0003761,P0072,WH001,2026-06-09,47,2337.16,109846.52
SAL0003762,P0070,WH003,2025-11-27,49,13711.66,671871.34
SAL0003763,P0004,WH005,2026-05-18,18,1797.79,32360.22
SAL0003764,P0094,WH003,2026-07-20,3,4499.9,13499.7
SAL0003765,P0145,WH003,2026-03-17,18,10988.78,197798.04
SAL0003766,P0034,WH002,2026-05-15,58,12148.61,704619.38
SAL0003767,P0124,WH006,2025-10-05,71,3098.15,219968.65
SAL0003768,P0134,WH003,2026-05-08,25,4427.4,110685.0
SAL0003769,P0036,WH003,2025-08-20,18,11599.04,208782.72
SAL0003770,P0099,WH007,2025-12-31,52,12570.46,653663.92
SAL0003771,P0080,WH001,2025-11-16,43,12953.94,557019.42
SAL0003772,P0066,WH002,2026-07-04,67,4517.29,302658.43
SAL0003773,P0136,WH001,2026-05-03,7,9626.15,67383.05
SAL0003774,P0143,WH002,2025-09-13,74,13992.71,1035460.54
SAL0003775,P0091,WH008,2026-06-13,44,10637.54,468051.76
SAL0003776,P0080,WH005,2026-07-19,44,12953.94,569973.36
SAL0003777,P0059,WH006,2026-02-02,51,11103.0,566253.0
SAL0003778,P0010,WH003,2026-06-25,79,12927.18,1021247.22
SAL0003779,P0007,WH007,2026-04-09,21,542.22,11386.62
SAL0003780,P0112,WH002,2025-08-10,37,7497.58,277410.46
SAL0003781,P0076,WH003,2026-07-23,28,9723.65,272262.2
SAL0003782,P0012,WH003,2025-12-21,32,14129.48,452143.36
SAL0003783,P0079,WH004,2026-02-10,57,8567.49,488346.93
SAL0003784,P0046,WH008,2026-02-19,41,4393.97,180152.77
SAL0003785,P0032,WH008,2025-09-26,54,4077.66,220193.64
SAL0003786,P0115,WH001,2025-08-15,27,7832.13,211467.51
SAL0003787,P0114,WH008,2025-11-20,74,17232.19,1275182.06
SAL0003788,P0126,WH008,2025-10-18,40,16061.16,642446.4
SAL0003789,P0090,WH008,2026-08-01,41,12387.89,507903.49
SAL0003790,P0061,WH006,2026-03-24,70,685.7,47999.0
SAL0003791,P0061,WH007,2026-06-05,24,685.7,16456.8
SAL0003792,P0102,WH002,2025-08-04,18,11449.48,206090.64
SAL0003793,P0114,WH008,2026-04-20,74,17232.19,1275182.06
SAL0003794,P0092,WH005,2025-08-23,56,11125.06,623003.36
SAL0003795,P0129,WH006,2025-12-07,15,5306.75,79601.25
SAL0003796,P0107,WH004,2026-05-09,72,6158.26,443394.72
SAL0003797,P0049,WH001,2025-11-20,35,8075.59,282645.65
SAL0003798,P0025,WH005,2025-10-22,27,7089.85,191425.95
SAL0003799,P0016,WH005,2026-05-20,3,3864.55,11593.65
SAL0003800,P0141,WH003,2025-10-18,21,3336.79,70072.59
SAL0003801,P0108,WH001,2026-06-13,39,9691.84,377981.76
SAL0003802,P0044,WH004,2025-12-07,32,11696.79,374297.28
SAL0003803,P0083,WH002,2026-02-05,50,2819.78,140989.0
SAL0003804,P0047,WH002,2026-07-22,9,12742.54,114682.86
SAL0003805,P0124,WH004,2025-12-22,50,3098.15,154907.5
SAL0003806,P0080,WH003,2025-08-18,1,12953.94,12953.94
SAL0003807,P0076,WH003,2025-09-03,4,9723.65,38894.6
SAL0003808,P0020,WH005,2025-09-10,4,13830.77,55323.08
SAL0003809,P0146,WH008,2025-10-18,34,12971.8,441041.2
SAL0003810,P0012,WH001,2025-11-10,27,14129.48,381495.96
SAL0003811,P0112,WH005,2026-08-07,15,7497.58,112463.7
SAL0003812,P0060,WH008,2025-08-22,32,5035.5,161136.0
SAL0003813,P0075,WH007,2025-12-01,41,11640.25,477250.25
SAL0003814,P0110,WH007,2026-05-10,71,8117.34,576331.14
SAL0003815,P0034,WH002,2025-11-19,61,12148.61,741065.21
SAL0003816,P0141,WH004,2025-11-28,63,3336.79,210217.77
SAL0003817,P0140,WH001,2025-12-16,61,9565.42,583490.62
SAL0003818,P0036,WH004,2026-05-11,14,11599.04,162386.56
SAL0003819,P0028,WH001,2026-05-06,23,5125.77,117892.71
SAL0003820,P0039,WH006,2025-11-17,65,10521.02,683866.3
SAL0003821,P0077,WH002,2026-03-11,32,12721.04,407073.28
SAL0003822,P0104,WH002,2026-07-15,41,13530.23,554739.43
SAL0003823,P0091,WH006,2026-07-23,26,10637.54,276576.04
SAL0003824,P0115,WH001,2025-08-31,48,7832.13,375942.24
SAL0003825,P0002,WH003,2025-11-02,73,1611.45,117635.85
SAL0003826,P0117,WH001,2025-08-20,16,10971.0,175536.0
SAL0003827,P0082,WH002,2026-03-17,31,11631.72,360583.32
SAL0003828,P0090,WH007,2026-01-14,66,12387.89,817600.74
SAL0003829,P0042,WH004,2026-01-24,32,10059.55,321905.6
SAL0003830,P0031,WH005,2026-08-02,10,3886.37,38863.7
SAL0003831,P0061,WH004,2026-05-28,25,685.7,17142.5
SAL0003832,P0102,WH002,2025-11-12,45,11449.48,515226.6
SAL0003833,P0056,WH004,2025-12-14,24,189.21,4541.04
SAL0003834,P0083,WH003,2026-05-02,3,2819.78,8459.34
SAL0003835,P0128,WH003,2025-12-09,62,14193.47,879995.14
SAL0003836,P0014,WH007,2026-01-24,79,9958.36,786710.44
SAL0003837,P0014,WH001,2026-01-03,67,9958.36,667210.12
