order_id,order_date,customer_type,order_status
O0001389,2026-03-01,New,Delivered
O0001390,2026-08-16,New,Delivered
O0001391,2025-10-16,New,Delivered
O0001392,2025-08-11,Repeat,Delivered
O0001393,2026-01-21,New,Delivered
O0001394,2025-10-07,New,Delivered
O0001395,2026-07-31,Repeat,Delivered
O0001396,2026-01-22,Repeat,Delivered
O0001397,2026-02-18,New,Delivered
O0001398,2026-02-14,Repeat,Delivered
O0001399,2026-05-23,New,Delivered
O0001400,2025-10-10,Repeat,Cancelled
O0001401,2025-08-06,Repeat,Delivered
O0001402,2026-03-22,New,Returned
O0001403,2026-01-12,Repeat,Delivered
O0001404,2026-07-04,New,Delivered
O0001405,2026-06-25,Repeat,Delivered
O0001406,2025-12-23,Repeat,Delivered
O0001407,2026-07-05,New,Delivered
O0001408,2026-01-09,New,Delivered
O0001409,2026-05-09,New,Delivered
O0001410,2025-11-02,Repeat,Delivered
O0001411,2026-02-10,Repeat,Delivered
O0001412,2026-05-29,New,Delivered
O0001413,2026-05-06,New,Delivered
O0001414,2026-01-20,New,Delivered
O0001415,2026-01-02,Repeat,Delivered
O0001416,2026-05-27,Repeat,Returned
O0001417,2026-07-11,New,Delivered
O0001418,2026-02-03,New,Cancelled
O0001419,2026-05-16,New,Delivered
O0001420,2026-04-03,New,Delivered
O0001421,2025-11-28,New,Delivered
O0001422,2026-02-03,New,Delivered
O0001423,2026-03-26,Repeat,Delivered
O0001424,2025-08-13,New,Delivered
O0001425,2025-09-30,New,Delivered
O0001426,2026-06-03,Repeat,Delivered
O0001427,2025-08-20,Repeat,Delivered
O0001428,2026-03-20,New,Delivered
O0001429,2025-11-15,New,Delivered
O0001430,2026-08-07,Repeat,Delivered
O0001431,2025-12-23,New,Delivered
O0001432,2026-01-06,New,Delivered
O0001433,2026-06-26,Repeat,Delivered
O0001434,2026-06-15,New,Delivered
O0001435,2026-08-17,Repeat,Returned
O0001436,2025-10-06,New,Delivered
O0001437,2026-05-10,New,Delivered
O0001438,2025-11-21,New,Delivered
O0001439,2026-05-28,New,Delivered
O0001440,2026-05-19,New,Delivered
O0001441,2025-09-27,New,Delivered
O0001442,2026-08-10,New,Delivered
O0001443,2026-07-13,Repeat,Delivered
O0001444,2026-03-03,Repeat,Delivered
O0001445,2026-06-06,Repeat,Delivered
O0001446,2026-02-17,Repeat,Delivered
O0001447,2026-01-31,New,Delivered
O0001448,2026-06-24,New,Delivered
O0001449,2026-07-09,New,Delivered
O0001450,2026-02-10,New,Delivered
O0001451,2026-08-08,Repeat,Delivered
O0001452,2026-01-01,Repeat,Delivered
O0001453,2025-10-06,Repeat,Delivered
O0001454,2026-05-09,New,Delivered
O0001455,2026-01-06,Repeat,Delivered
O0001456,2026-01-21,New,Delivered
O0001457,2025-10-09,New,Delivered
O0001458,2026-01-28,New,Delivered
O0001459,2026-01-09,New,Delivered
O0001460,2026-08-10,Repeat,Delivered
O0001461,2025-10-29,New,Delivered
O0001462,2026-05-24,New,Delivered
O0001463,2026-03-27,New,Delivered
O0001464,2025-08-08,New,Delivered
O0001465,2026-05-06,Repeat,Delivered
O0001466,2026-06-08,Repeat,Delivered
O0001467,2026-03-11,Repeat,Delivered
O0001468,2026-06-16,New,Delivered
O0001469,2025-08-12,New,Delivered
O0001470,2026-02-20,Repeat,Delivered
O0001471,2026-08-17,Repeat,Delivered
O0001472,2025-08-26,New,Delivered
O0001473,2026-05-17,Repeat,Delivered
O0001474,2026-04-22,New,Delivered
O0001475,2026-07-01,Repeat,Delivered
O0001476,2026-06-01,New,Cancelled
O0001477,2025-09-27,Repeat,Delivered
O0001478,2026-03-27,New,Delivered
O0001479,2025-08-20,New,Delivered
O0001480,2026-04-26,New,Delivered
O0001481,2026-07-07,New,Cancelled
O0001482,2025-10-20,New,Delivered
O0001483,2025-08-21,Repeat,Delivered
O0001484,2026-06-14,New,Delivered
O0001485,2025-08-04,Repeat,Delivered
O0001486,2026-02-24,New,Delivered
O0001487,2026-01-02,New,Delivered
O0001488,2025-08-07,New,Delivered
O0001489,2026-05-17,New,Delivered
O0001490,2026-03-12,Repeat,Delivered
O0001491,2026-01-16,Repeat,Delivered
O0001492,2026-03-18,Repeat,Delivered
O0001493,2025-08-05,New,Delivered
O0001494,2026-01-16,New,Delivered
O0001495,2026-05-27,Repeat,Delivered
O0001496,2025-08-22,New,Delivered
O0001497,2025-12-24,Repeat,Delivered
O0001498,2025-08-14,New,Delivered
O0001499,2026-06-19,New,Delivered
O0001500,2025-09-28,Repeat,Delivered
O0001501,2025-12-28,Repeat,Delivered
O0001502,2026-07-21,New,Delivered
O0001503,2026-05-06,New,Delivered
O0001504,2026-08-06,Repeat,Cancelled
O0001505,2026-06-04,New,Delivered
O0001506,2026-05-15,New,Delivered
O0001507,2026-08-12,New,Delivered
O0001508,2026-07-12,New,Delivered
O0001509,2025-09-21,Repeat,Delivered
O0001510,2026-06-28,Repeat,Delivered
O0001511,2025-09-12,New,Delivered
O0001512,2025-11-12,New,Delivered
O0001513,2026-03-01,New,Delivered
O0001514,2026-07-20,New,Delivered
O0001515,2025-08-06,New,Delivered
O0001516,2026-04-30,Repeat,Delivered
O0001517,2025-12-31,New,Delivered
O0001518,2025-10-03,Repeat,Delivered
O0001519,2026-06-17,Repeat,Delivered
O0001520,2025-11-03,Repeat,Delivered
O0001521,2025-12-22,New,Delivered
O0001522,2025-08-29,New,Delivered
O0001523,2025-12-25,New,Delivered
O0001524,2026-02-13,Repeat,Delivered
O0001525,2025-12-05,Repeat,Delivered
O0001526,2026-05-06,Repeat,Delivered
O0001527,2026-01-26,New,Delivered
O0001528,2025-10-17,New,Delivered
O0001529,2025-11-17,Repeat,Delivered
O0001530,2025-08-10,Repeat,Delivered
O0001531,2026-01-10,Repeat,Delivered
O0001532,2025-08-05,New,Delivered
O0001533,2025-12-28,New,Delivered
O0001534,2026-06-17,New,Delivered
O0001535,2026-08-05,Repeat,Delivered
O0001536,2026-02-03,Repeat,Cancelled
O0001537,2026-05-27,New,Delivered
O0001538,2025-08-19,Repeat,Delivered
O0001539,2026-08-11,New,Delivered
O0001540,2026-03-28,New,Delivered
O0001541,2025-08-16,New,Delivered
O0001542,2026-07-04,New,Delivered
O0001543,2025-09-21,New,Delivered
O0001544,2026-01-13,New,Delivered
O0001545,2026-07-27,Repeat,Delivered
O0001546,2026-04-18,New,Delivered
O0001547,2026-05-12,Repeat,Delivered
O0001548,2025-10-14,New,Delivered
O0001549,2025-10-08,Repeat,Delivered
O0001550,2026-03-06,Repeat,Delivered
O0001551,2025-10-12,New,Delivered
O0001552,2026-02-10,New,Delivered
O0001553,2026-07-16,New,Delivered
O0001554,2026-06-15,New,Delivered
O0001555,2025-08-28,New,Delivered
O0001556,2025-12-14,New,Delivered
O0001557,2026-05-09,Repeat,Delivered
O0001558,2026-04-05,New,Returned
O0001559,2025-12-15,New,Delivered
O0001560,2025-09-16,New,Delivered
O0001561,2025-11-16,New,Delivered
O0001562,2026-04-21,Repeat,Delivered
O0001563,2026-02-23,New,Delivered
O0001564,2025-12-29,Repeat,Delivered
O0001565,2026-05-26,New,Delivered
O0001566,2026-01-04,New,Delivered
O0001567,2026-04-20,New,Delivered
O0001568,2026-05-26,New,Delivered
O0001569,2025-09-13,Repeat,Delivered
O0001570,2026-07-20,Repeat,Cancelled
O0001571,2026-04-01,New,Delivered
O0001572,2026-06-05,Repeat,Delivered
O0001573,2026-02-02,New,Delivered
O0001574,2025-08-12,New,Delivered
O0001575,2025-09-19,New,Delivered
O0001576,2026-07-06,Repeat,Delivered
O0001577,2025-10-20,New,Delivered
O0001578,2025-09-26,New,Delivered
O0001579,2025-08-02,New,Delivered
O0001580,2026-08-16,Repeat,Delivered
O0001581,2026-07-03,Repeat,Delivered
O0001582,2025-11-02,New,Delivered
O0001583,2025-11-29,Repeat,Delivered
O0001584,2026-07-25,Repeat,Delivered
O0001585,2026-02-06,Repeat,Delivered
O0001586,2025-09-19,Repeat,Delivered
O0001587,2025-09-06,Repeat,Delivered
O0001588,2026-03-07,New,Delivered
O0001589,2025-08-23,New,Delivered
O0001590,2025-12-30,New,Delivered
O0001591,2025-08-11,Repeat,Delivered
O0001592,2026-01-21,Repeat,Delivered
O0001593,2026-08-13,New,Delivered
O0001594,2026-03-04,New,Cancelled
O0001595,2026-08-06,Repeat,Delivered
O0001596,2026-01-12,New,Delivered
O0001597,2026-02-14,New,Delivered
O0001598,2025-10-04,New,Returned
O0001599,2026-07-10,New,Delivered
O0001600,2026-04-25,Repeat,Delivered
O0001601,2026-04-18,Repeat,Delivered
O0001602,2026-04-30,Repeat,Delivered
O0001603,2026-01-12,New,Cancelled
O0001604,2026-03-10,Repeat,Delivered
O0001605,2026-04-18,New,Delivered
O0001606,2026-04-19,New,Delivered
O0001607,2025-11-29,New,Delivered
O0001608,2026-03-27,Repeat,Delivered
O0001609,2025-09-14,Repeat,Delivered
O0001610,2026-04-25,New,Delivered
O0001611,2026-06-03,Repeat,Delivered
O0001612,2025-12-14,New,Delivered
O0001613,2025-09-07,Repeat,Delivered
O0001614,2025-08-02,Repeat,Delivered
O0001615,2026-03-02,Repeat,Cancelled
O0001616,2026-01-08,Repeat,Delivered
O0001617,2025-12-01,New,Delivered
O0001618,2026-04-11,Repeat,Delivered
O0001619,2026-04-28,New,Delivered
O0001620,2025-08-17,New,Delivered
O0001621,2026-03-01,New,Cancelled
O0001622,2026-05-21,New,Delivered
O0001623,2026-03-16,New,Delivered
O0001624,2026-05-06,Repeat,Returned
O0001625,2026-03-19,New,Delivered
O0001626,2026-07-07,New,Delivered
O0001627,2026-07-03,Repeat,Returned
O0001628,2025-11-02,Repeat,Delivered
O0001629,2025-11-03,New,Returned
O0001630,2026-06-19,Repeat,Delivered
O0001631,2026-06-30,New,Delivered
O0001632,2026-06-15,New,Delivered
O0001633,2025-10-01,New,Delivered
O0001634,2026-06-07,Repeat,Delivered
O0001635,2026-01-18,New,Returned
O0001636,2026-06-27,New,Delivered
O0001637,2025-08-05,Repeat,Delivered
O0001638,2026-05-27,Repeat,Delivered
O0001639,2025-08-10,New,Delivered
O0001640,2026-01-17,New,Delivered
O0001641,2025-12-10,Repeat,Delivered
O0001642,2025-09-27,Repeat,Returned
O0001643,2026-02-05,New,Cancelled
O0001644,2025-12-30,New,Delivered
O0001645,2026-07-04,Repeat,Delivered
O0001646,2026-07-19,Repeat,Delivered
O0001647,2025-12-06,Repeat,Delivered
O0001648,2025-10-06,Repeat,Cancelled
O0001649,2026-04-12,New,Delivered
O0001650,2026-02-16,Repeat,Delivered
O0001651,2025-12-16,New,Delivered
O0001652,2025-12-18,New,Delivered
O0001653,2025-11-25,Repeat,Delivered
O0001654,2026-04-02,Repeat,Delivered
O0001655,2026-03-14,Repeat,Delivered
O0001656,2026-03-03,New,Delivered
O0001657,2026-05-10,Repeat,Returned
O0001658,2025-10-29,Repeat,Delivered
O0001659,2026-03-03,New,Delivered
O0001660,2025-12-23,Repeat,Delivered
O0001661,2025-12-23,New,Delivered
O0001662,2025-12-15,New,Delivered
O0001663,2025-09-23,Repeat,Delivered
O0001664,2025-11-23,Repeat,Delivered
O0001665,2026-08-06,Repeat,Delivered
O0001666,2025-10-23,Repeat,Delivered
O0001667,2025-11-28,New,Delivered
O0001668,2025-12-19,New,Delivered
O0001669,2025-10-24,New,Delivered
O0001670,2025-12-31,Repeat,Delivered
O0001671,2025-10-31,New,Delivered
O0001672,2026-04-13,New,Delivered
O0001673,2025-11-12,Repeat,Delivered
O0001674,2026-08-14,New,Delivered
O0001675,2026-06-22,New,Delivered
O0001676,2026-02-20,New,Delivered
O0001677,2026-03-01,New,Delivered
O0001678,2025-08-10,New,Delivered
O0001679,2025-11-27,Repeat,Delivered
O0001680,2025-10-01,New,Delivered
O0001681,2026-04-14,Repeat,Cancelled
O0001682,2025-10-17,New,Delivered
O0001683,2025-12-02,New,Delivered
O0001684,2026-04-14,Repeat,Cancelled
O0001685,2026-01-15,New,Delivered
O0001686,2025-08-28,New,Delivered
O0001687,2025-09-11,New,Delivered
O0001688,2026-03-12,New,Cancelled
O0001689,2025-09-01,Repeat,Delivered
O0001690,2025-11-05,New,Returned
O0001691,2025-08-06,New,Delivered
O0001692,2025-11-11,New,Delivered
O0001693,2025-08-15,New,Delivered
O0001694,2025-09-29,New,Delivered
O0001695,2026-06-18,New,Delivered
O0001696,2026-01-30,New,Delivered
O0001697,2026-04-27,New,Delivered
O0001698,2025-08-29,New,Delivered
O0001699,2025-08-26,New,Delivered
O0001700,2025-09-13,Repeat,Delivered
O0001701,2025-09-29,New,Delivered
O0001702,2026-03-15,New,Delivered
O0001703,2026-06-11,New,Delivered
O0001704,2026-08-07,Repeat,Delivered
O0001705,2025-09-13,Repeat,Delivered
O0001706,2025-11-25,Repeat,Delivered
O0001707,2026-02-08,New,Delivered
O0001708,2025-09-06,New,Cancelled
O0001709,2026-08-09,Repeat,Delivered
O0001710,2025-12-07,New,Delivered
O0001711,2026-02-26,New,Delivered
O0001712,2025-12-31,New,Delivered
O0001713,2026-05-17,New,Delivered
O0001714,2026-05-23,New,Delivered
O0001715,2026-04-13,New,Delivered
O0001716,2026-01-16,Repeat,Delivered
O0001717,2026-05-23,New,Delivered
O0001718,2026-08-03,New,Delivered
O0001719,2026-06-10,Repeat,Delivered
O0001720,2026-03-12,New,Delivered
O0001721,2025-12-24,Repeat,Returned
O0001722,2025-10-31,Repeat,Delivered
O0001723,2025-08-29,New,Delivered
O0001724,2026-05-19,New,Delivered
O0001725,2025-08-30,Repeat,Delivered
O0001726,2026-06-13,New,Delivered
O0001727,2026-07-07,New,Delivered
O0001728,2025-11-22,New,Delivered
O0001729,2025-10-27,Repeat,Delivered
O0001730,2025-09-15,Repeat,Delivered
O0001731,2026-07-23,New,Delivered
O0001732,2026-02-04,New,Delivered
O0001733,2025-09-07,New,Delivered
O0001734,2025-11-01,New,Delivered
O0001735,2025-08-14,New,Delivered
O0001736,2026-06-12,New,Delivered
O0001737,2025-11-23,Repeat,Delivered
O0001738,2026-05-01,New,Delivered
O0001739,2025-09-09,Repeat,Delivered
O0001740,2025-11-08,New,Delivered
O0001741,2026-03-29,New,Delivered
O0001742,2026-07-03,Repeat,Delivered
O0001743,2026-03-14,New,Delivered
O0001744,2025-10-12,New,Delivered
O0001745,2026-04-02,New,Delivered
O0001746,2025-08-19,Repeat,Delivered
O0001747,2026-05-14,New,Delivered
O0001748,2025-12-07,New,Delivered
O0001749,2025-09-15,Repeat,Returned
O0001750,2026-03-10,New,Delivered
O0001751,2026-01-26,New,Delivered
O0001752,2025-09-29,New,Delivered
O0001753,2026-01-08,New,Delivered
O0001754,2025-10-14,New,Delivered
O0001755,2026-02-24,New,Delivered
O0001756,2025-11-08,New,Delivered
O0001757,2025-08-04,Repeat,Delivered
O0001758,2025-10-25,New,Delivered
O0001759,2026-06-10,New,Delivered
O0001760,2026-05-19,Repeat,Delivered
O0001761,2025-08-12,New,Delivered
O0001762,2026-06-13,New,Delivered
O0001763,2025-12-30,Repeat,Delivered
O0001764,2026-06-06,Repeat,Delivered
O0001765,2026-02-14,New,Delivered
O0001766,2026-01-14,Repeat,Delivered
O0001767,2026-02-27,New,Delivered
O0001768,2026-07-20,Repeat,Delivered
O0001769,2025-10-04,Repeat,Delivered
O0001770,2025-10-08,Repeat,Delivered
O0001771,2025-12-05,Repeat,Delivered
O0001772,2025-11-24,Repeat,Delivered
O0001773,2025-11-06,New,Delivered
O0001774,2026-03-30,Repeat,Delivered
O0001775,2026-07-27,New,Delivered
O0001776,2025-12-27,Repeat,Delivered
O0001777,2025-09-28,Repeat,Delivered
O0001778,2026-03-01,New,Delivered
O0001779,2026-07-31,New,Delivered
O0001780,2025-09-06,Repeat,Delivered
O0001781,2025-09-21,New,Delivered
O0001782,2026-05-27,New,Delivered
O0001783,2026-05-02,New,Delivered
O0001784,2026-04-14,New,Cancelled
O0001785,2025-10-14,Repeat,Returned
O0001786,2025-12-20,New,Delivered
O0001787,2025-12-30,Repeat,Delivered
O0001788,2026-04-19,Repeat,Delivered
O0001789,2026-03-28,New,Returned
O0001790,2026-07-25,Repeat,Delivered
O0001791,2026-03-19,New,Delivered
O0001792,2026-01-20,New,Delivered
O0001793,2026-03-16,New,Returned
O0001794,2026-05-07,Repeat,Delivered
O0001795,2025-11-24,New,Delivered
O0001796,2026-02-27,Repeat,Delivered
O0001797,2025-12-01,New,Returned
O0001798,2025-10-25,New,Cancelled
O0001799,2025-12-06,New,Delivered
O0001800,2026-02-23,New,Cancelled
O0001801,2026-03-12,Repeat,Delivered
O0001802,2026-06-16,Repeat,Delivered
O0001803,2025-09-28,Repeat,Delivered
O0001804,2026-01-03,Repeat,Delivered
O0001805,2026-07-13,New,Delivered
O0001806,2025-11-02,New,Delivered
O0001807,2026-02-16,New,Delivered
O0001808,2026-06-20,New,Delivered
O0001809,2025-12-27,New,Returned
O0001810,2026-05-02,New,Delivered
O0001811,2025-11-06,Repeat,Delivered
O0001812,2026-07-01,New,Delivered
O0001813,2025-12-11,New,Cancelled
O0001814,2025-11-17,New,Delivered
O0001815,2025-12-15,New,Delivered
O0001816,2026-03-03,New,Delivered
O0001817,2026-05-12,New,Delivered
O0001818,2025-10-31,Repeat,Cancelled
O0001819,2025-10-20,New,Delivered
O0001820,2026-07-19,Repeat,Delivered
O0001821,2026-03-22,Repeat,Delivered
O0001822,2026-02-13,New,Delivered
O0001823,2025-10-31,Repeat,Delivered
O0001824,2026-05-11,New,Delivered
O0001825,2025-08-25,New,Returned
O0001826,2025-08-01,New,Delivered
O0001827,2026-08-02,Repeat,Delivered
O0001828,2026-05-14,New,Delivered
O0001829,2026-07-27,New,Delivered
O0001830,2026-08-04,New,Delivered
O0001831,2026-01-09,Repeat,Delivered
O0001832,2026-02-26,New,Delivered
O0001833,2026-03-11,New,Delivered
O0001834,2025-09-26,New,Delivered
O0001835,2026-01-26,New,Delivered
O0001836,2026-01-29,Repeat,Delivered
O0001837,2026-01-05,New,Delivered
O0001838,2026-06-19,Repeat,Delivered
O0001839,2026-02-08,Repeat,Delivered
O0001840,2026-06-20,New,Delivered
O0001841,2026-04-16,New,Delivered
O0001842,2026-05-18,Repeat,Delivered
O0001843,2025-12-04,New,Delivered
O0001844,2026-01-16,New,Delivered
O0001845,2025-10-03,Repeat,Delivered
O0001846,2026-08-07,New,Delivered
O0001847,2026-07-11,Repeat,Delivered
O0001848,2026-03-07,Repeat,Delivered
O0001849,2026-04-11,New,Delivered
O0001850,2026-07-21,New,Delivered
O0001851,2026-01-31,Repeat,Delivered
O0001852,2026-01-09,New,Delivered
O0001853,2025-11-13,New,Delivered
O0001854,2026-06-24,Repeat,Delivered
O0001855,2026-04-26,New,Cancelled
O0001856,2025-11-28,Repeat,Delivered
O0001857,2025-09-23,New,Delivered
O0001858,2026-06-25,New,Delivered
O0001859,2026-05-25,New,Delivered
O0001860,2026-08-13,Repeat,Delivered
O0001861,2026-05-21,Repeat,Delivered
O0001862,2026-01-27,New,Delivered
O0001863,2026-01-24,New,Delivered
O0001864,2026-07-19,New,Delivered
O0001865,2026-04-23,New,Delivered
O0001866,2026-07-24,New,Delivered
O0001867,2025-08-04,Repeat,Delivered
O0001868,2026-03-30,Repeat,Delivered
O0001869,2026-07-28,Repeat,Cancelled
O0001870,2026-03-02,New,Delivered
O0001871,2026-07-07,Repeat,Delivered
O0001872,2025-10-23,Repeat,Delivered
O0001873,2026-05-10,New,Delivered
O0001874,2026-01-22,Repeat,Delivered
O0001875,2025-09-20,New,Delivered
O0001876,2026-05-28,New,Returned
O0001877,2026-01-04,New,Delivered
O0001878,2026-01-11,New,Delivered
O0001879,2025-11-26,New,Delivered
O0001880,2026-06-08,Repeat,Returned
O0001881,2025-11-08,Repeat,Cancelled
O0001882,2025-10-03,Repeat,Returned
O0001883,2025-08-17,New,Delivered
O0001884,2026-01-26,New,Delivered
O0001885,2026-04-28,New,Delivered
O0001886,2026-06-16,New,Delivered
O0001887,2026-05-31,Repeat,Delivered
O0001888,2025-10-10,New,Delivered
O0001889,2025-09-01,New,Delivered
O0001890,2026-02-16,Repeat,Delivered
O0001891,2025-09-06,New,Delivered
O0001892,2025-10-01,New,Delivered
O0001893,2026-02-08,Repeat,Delivered
O0001894,2025-11-27,Repeat,Delivered
O0001895,2026-06-17,New,Delivered
O0001896,2025-10-13,New,Delivered
O0001897,2026-03-16,New,Delivered
O0001898,2026-05-26,New,Delivered
O0001899,2026-05-17,New,Delivered
O0001900,2026-06-13,New,Delivered
O0001901,2026-01-25,Repeat,Delivered
O0001902,2026-06-04,New,Delivered
O0001903,2026-05-08,Repeat,Delivered
O0001904,2026-07-09,New,Delivered
O0001905,2026-01-12,Repeat,Delivered
O0001906,2026-01-19,New,Delivered
O0001907,2026-08-10,Repeat,Delivered
O0001908,2026-01-30,Repeat,Delivered
O0001909,2026-03-13,New,Delivered
O0001910,2025-09-23,Repeat,Delivered
O0001911,2026-02-17,New,Delivered
O0001912,2025-09-03,New,Delivered
O0001913,2026-07-12,New,Delivered
O0001914,2026-04-03,New,Delivered
O0001915,2026-01-18,Repeat,Delivered
O0001916,2025-09-18,New,Delivered
O0001917,2026-01-07,New,Delivered
O0001918,2026-05-04,New,Delivered
O0001919,2025-12-23,New,Delivered
O0001920,2026-04-10,Repeat,Delivered
O0001921,2026-07-05,New,Delivered
O0001922,2025-09-21,Repeat,Delivered
O0001923,2026-05-13,Repeat,Delivered
O0001924,2026-07-15,New,Delivered
O0001925,2025-11-14,Repeat,Delivered
O0001926,2025-10-12,New,Delivered
O0001927,2025-10-04,New,Delivered
O0001928,2026-04-10,New,Delivered
O0001929,2025-10-24,Repeat,Delivered
O0001930,2026-01-28,Repeat,Delivered
O0001931,2026-05-31,Repeat,Delivered
O0001932,2025-10-07,Repeat,Delivered
O0001933,2026-08-09,New,Delivered
O0001934,2026-01-18,New,Delivered
O0001935,2026-01-31,Repeat,Delivered
O0001936,2025-12-24,Repeat,Delivered
O0001937,2025-11-06,New,Delivered
O0001938,2026-07-18,Repeat,Delivered
O0001939,2026-02-19,New,Delivered
O0001940,2026-05-04,New,Delivered
O0001941,2026-07-02,New,Delivered
O0001942,2026-05-04,New,Delivered
O0001943,2025-11-09,Repeat,Delivered
O0001944,2026-01-28,Repeat,Returned
O0001945,2025-08-27,New,Delivered
O0001946,2026-02-12,Repeat,Delivered
O0001947,2025-09-26,Repeat,Delivered
O0001948,2025-08-03,Repeat,Delivered
O0001949,2025-11-12,New,Delivered
O0001950,2026-05-28,Repeat,Delivered
O0001951,2026-05-25,New,Delivered
O0001952,2025-12-21,New,Delivered
O0001953,2025-08-13,Repeat,Delivered
O0001954,2026-01-17,New,Cancelled
O0001955,2025-09-24,New,Delivered
O0001956,2025-10-12,New,Returned
O0001957,2026-05-04,New,Cancelled
O0001958,2026-02-16,New,Delivered
O0001959,2025-08-31,New,Delivered
O0001960,2026-02-23,Repeat,Delivered
O0001961,2026-05-30,New,Delivered
O0001962,2026-05-15,New,Cancelled
O0001963,2026-02-06,Repeat,Delivered
O0001964,2026-01-09,New,Delivered
O0001965,2026-08-04,Repeat,Delivered
O0001966,2026-05-18,New,Delivered
O0001967,2026-03-07,New,Delivered
O0001968,2026-06-05,Repeat,Delivered
O0001969,2026-06-14,New,Delivered
O0001970,2025-09-15,Repeat,Delivered
O0001971,2025-12-18,New,Delivered
O0001972,2025-11-05,New,Cancelled
O0001973,2025-08-20,Repeat,Delivered
O0001974,2026-01-03,New,Delivered
O0001975,2026-02-07,Repeat,Delivered
O0001976,2025-08-07,New,Delivered
O0001977,2025-09-10,New,Delivered
O0001978,2026-05-27,Repeat,Delivered
O0001979,2026-01-16,Repeat,Returned
O0001980,2026-01-23,New,Cancelled
O0001981,2026-01-11,Repeat,Delivered
O0001982,2026-05-15,New,Delivered
O0001983,2025-08-20,Repeat,Delivered
O0001984,2025-08-17,New,Delivered
O0001985,2026-04-14,New,Delivered
O0001986,2025-08-22,New,Delivered
O0001987,2025-11-17,Repeat,Delivered
O0001988,2025-08-13,New,Returned
O0001989,2026-06-12,New,Delivered
O0001990,2025-11-10,Repeat,Delivered
O0001991,2026-01-25,New,Delivered
O0001992,2026-06-24,New,Delivered
O0001993,2026-01-15,Repeat,Returned
O0001994,2026-04-28,New,Delivered
O0001995,2025-10-24,New,Delivered
O0001996,2026-06-21,Repeat,Delivered
O0001997,2025-12-02,New,Delivered
O0001998,2026-01-03,New,Delivered
O0001999,2026-06-22,New,Delivered
O0002000,2026-06-12,New,Delivered
O0002001,2026-03-30,New,Delivered
O0002002,2026-07-24,New,Delivered
O0002003,2026-03-27,New,Delivered
O0002004,2026-02-03,Repeat,Delivered
O0002005,2026-01-02,Repeat,Delivered
O0002006,2025-08-08,Repeat,Delivered
O0002007,2026-04-11,Repeat,Delivered
O0002008,2026-01-26,New,Delivered
O0002009,2026-08-04,New,Delivered
O0002010,2025-10-31,Repeat,Delivered
O0002011,2026-04-27,Repeat,Delivered
O0002012,2026-08-12,Repeat,Delivered
O0002013,2026-01-26,New,Delivered
O0002014,2026-02-25,Repeat,Delivered
O0002015,2026-08-05,New,Delivered
O0002016,2026-02-10,Repeat,Delivered
O0002017,2026-07-12,New,Delivered
O0002018,2025-08-14,New,Delivered
O0002019,2026-05-07,New,Delivered
O0002020,2025-10-19,New,Delivered
O0002021,2026-04-27,New,Delivered
O0002022,2026-01-08,New,Cancelled
O0002023,2026-08-13,New,Cancelled
O0002024,2026-08-15,New,Delivered
O0002025,2025-10-09,Repeat,Delivered
O0002026,2026-04-27,New,Delivered
O0002027,2025-08-06,New,Delivered
O0002028,2025-12-15,New,Delivered
O0002029,2026-06-14,New,Delivered
O0002030,2025-10-08,Repeat,Delivered
O0002031,2025-11-15,New,Delivered
O0002032,2025-08-17,New,Delivered
O0002033,2026-01-28,New,Delivered
O0002034,2025-12-02,New,Delivered
O0002035,2025-09-10,New,Delivered
O0002036,2026-06-07,New,Delivered
O0002037,2025-08-23,New,Delivered
O0002038,2025-09-25,Repeat,Delivered
O0002039,2025-09-19,Repeat,Delivered
O0002040,2025-11-08,New,Delivered
O0002041,2025-09-20,Repeat,Delivered
O0002042,2026-03-21,New,Delivered
O0002043,2025-08-26,New,Delivered
O0002044,2026-06-11,New,Delivered
O0002045,2026-07-14,New,Delivered
O0002046,2025-10-09,New,Delivered
O0002047,2026-05-15,Repeat,Delivered
O0002048,2025-11-15,New,Delivered
O0002049,2026-05-03,New,Delivered
O0002050,2026-08-13,Repeat,Delivered
O0002051,2026-07-03,New,Delivered
O0002052,2025-08-03,New,Delivered
O0002053,2026-04-04,New,Delivered
O0002054,2025-10-29,Repeat,Delivered
O0002055,2026-05-20,New,Delivered
O0002056,2026-02-28,New,Delivered
O0002057,2026-01-01,Repeat,Delivered
O0002058,2025-10-21,New,Delivered
O0002059,2025-09-09,New,Delivered
O0002060,2026-04-15,Repeat,Delivered
O0002061,2025-11-30,New,Delivered
O0002062,2026-02-24,Repeat,Delivered
O0002063,2025-12-26,Repeat,Delivered
O0002064,2025-12-20,New,Delivered
O0002065,2025-08-10,Repeat,Delivered
O0002066,2026-05-29,Repeat,Cancelled
O0002067,2026-03-18,Repeat,Delivered
O0002068,2025-11-15,New,Cancelled
O0002069,2026-05-22,New,Delivered
O0002070,2025-09-10,New,Delivered
O0002071,2025-12-19,New,Delivered
O0002072,2025-10-09,New,Delivered
O0002073,2025-10-28,Repeat,Delivered
O0002074,2026-03-26,Repeat,Delivered
O0002075,2025-10-24,New,Delivered
O0002076,2026-07-05,Repeat,Delivered
O0002077,2025-12-07,New,Delivered
O0002078,2025-08-14,Repeat,Cancelled
O0002079,2025-10-18,Repeat,Delivered
O0002080,2026-03-22,New,Delivered
O0002081,2026-04-04,New,Delivered
