grn_id,product_id,vendor_id,warehouse_id,grn_date,quantity,unit_cost,grn_status
PUR000815,P0119,V010,WH005,2025-10-25,525,11484.68,Received
PUR000816,P0016,V030,WH007,2025-11-26,833,2642.36,Received
PUR000817,P0104,V009,WH001,2026-06-26,786,10102.94,Received
PUR000818,P0092,V017,WH008,2026-05-19,653,8542.03,Received
PUR000819,P0027,V028,WH003,2025-08-19,1010,7980.17,Received
PUR000820,P0134,V019,WH008,2026-03-20,637,3040.71,Received
PUR000821,P0135,V001,WH007,2026-03-14,292,12108.6,Received
PUR000822,P0033,V005,WH006,2026-05-16,251,10668.7,Received
PUR000823,P0055,V026,WH008,2026-02-19,787,9887.03,Received
PUR000824,P0007,V019,WH001,2026-05-01,515,436.42,Received
PUR000825,P0057,V001,WH006,2026-04-13,1067,941.04,Received
PUR000826,P0126,V010,WH005,2026-02-09,1152,10748.62,Received
PUR000827,P0012,V020,WH003,2026-08-06,521,11314.39,Received
PUR000828,P0016,V030,WH003,2026-07-14,44,2805.87,Received
PUR000829,P0043,V006,WH005,2025-11-11,307,12179.54,Received
PUR000830,P0117,V015,WH005,2025-10-05,357,7790.58,Received
PUR000831,P0135,V001,WH002,2025-11-30,1080,11622.59,Received
PUR000832,P0111,V009,WH005,2026-03-13,156,8946.44,Received
PUR000833,P0051,V018,WH004,2025-09-25,527,7015.45,Received
PUR000834,P0075,V016,WH008,2026-04-29,246,10234.26,Received
PUR000835,P0008,V004,WH005,2025-10-14,339,10951.53,Received
PUR000836,P0045,V015,WH004,2026-02-16,935,6263.04,Received
PUR000837,P0059,V023,WH005,2026-06-26,105,8205.17,Received
PUR000838,P0132,V005,WH002,2026-08-07,945,12107.27,Received
PUR000839,P0104,V009,WH004,2025-09-13,72,9876.5,Received
PUR000840,P0098,V025,WH008,2026-06-14,879,6499.92,Received
PUR000841,P0079,V004,WH001,2026-05-08,886,7052.94,Received
PUR000842,P0124,V016,WH004,2026-05-15,452,1971.09,Received
PUR000843,P0004,V003,WH007,2026-05-24,1018,1514.7,Received
PUR000844,P0090,V017,WH002,2026-08-11,119,8729.03,Received
PUR000845,P0104,V009,WH006,2026-06-01,1009,9869.99,Received
PUR000846,P0137,V008,WH008,2026-03-18,618,364.37,Received
PUR000847,P0119,V010,WH004,2026-04-14,422,11278.04,Received
PUR000848,P0133,V023,WH007,2026-07-05,415,9243.93,Received
PUR000849,P0056,V026,WH007,2026-06-18,434,136.79,Received
PUR000850,P0096,V007,WH008,2025-11-07,958,10971.4,Received
PUR000851,P0075,V016,WH008,2025-10-24,696,10040.71,Received
PUR000852,P0143,V019,WH007,2025-09-29,482,10996.28,Received
PUR000853,P0032,V028,WH005,2025-10-02,560,3296.48,Received
PUR000854,P0028,V019,WH007,2025-09-15,1173,4094.13,Received
PUR000855,P0022,V019,WH005,2026-06-04,103,8299.72,Received
PUR000856,P0017,V024,WH006,2026-06-15,290,11069.33,Received
PUR000857,P0059,V023,WH002,2026-01-19,263,7888.99,Received
PUR000858,P0090,V017,WH003,2026-04-27,407,8372.34,Received
PUR000859,P0106,V022,WH005,2025-11-13,233,9420.2,Received
PUR000860,P0026,V027,WH007,2026-01-07,837,2266.49,Received
PUR000861,P0025,V006,WH007,2025-12-18,78,4654.44,Received
PUR000862,P0138,V022,WH001,2025-11-18,902,10573.81,Received
PUR000863,P0045,V015,WH007,2025-12-05,862,5855.3,Received
PUR000864,P0083,V011,WH002,2025-11-11,943,2327.74,Received
PUR000865,P0011,V021,WH004,2026-02-24,142,10173.65,Received
PUR000866,P0104,V009,WH004,2026-05-23,1182,10021.24,Received
PUR000867,P0068,V012,WH007,2025-10-15,458,4741.89,Received
PUR000868,P0095,V012,WH001,2026-08-14,1041,12022.05,Received
PUR000869,P0065,V018,WH005,2026-08-14,581,6581.96,Received
PUR000870,P0049,V017,WH002,2025-11-25,137,6516.52,Received
PUR000871,P0052,V008,WH001,2026-01-31,924,918.91,Received
PUR000872,P0102,V012,WH005,2025-09-17,414,7887.42,Received
PUR000873,P0057,V001,WH002,2026-08-11,895,944.57,Received
PUR000874,P0047,V012,WH007,2026-08-10,954,11239.82,Received
PUR000875,P0026,V027,WH004,2025-11-02,1121,2256.56,Received
PUR000876,P0114,V012,WH002,2025-08-20,971,11416.78,Received
PUR000877,P0005,V005,WH007,2026-04-17,94,6918.98,Received
PUR000878,P0084,V014,WH006,2026-04-23,314,295.95,Received
PUR000879,P0052,V008,WH003,2025-11-07,40,891.56,Received
PUR000880,P0105,V029,WH002,2026-02-20,1058,1119.43,Received
PUR000881,P0054,V009,WH003,2025-11-24,579,8556.39,Received
PUR000882,P0015,V009,WH002,2026-04-08,1129,3878.05,Received
PUR000883,P0061,V017,WH003,2026-04-24,1192,505.72,Received
PUR000884,P0122,V005,WH006,2026-03-30,391,12120.75,Partially Received
PUR000885,P0021,V002,WH004,2026-04-28,837,5099.5,Received
PUR000886,P0046,V016,WH008,2026-02-18,1194,3298.82,Received
PUR000887,P0134,V019,WH005,2026-03-28,1184,3108.43,Received
PUR000888,P0038,V018,WH003,2025-11-15,1112,1993.97,Received
PUR000889,P0062,V028,WH006,2026-01-08,865,4188.05,Received
PUR000890,P0086,V026,WH003,2026-02-02,540,3997.72,Received
PUR000891,P0078,V019,WH004,2026-03-06,390,6203.25,Received
PUR000892,P0046,V016,WH003,2026-06-29,120,3399.46,Received
PUR000893,P0141,V011,WH006,2025-09-12,680,2763.2,Received
PUR000894,P0003,V012,WH007,2026-03-05,987,7574.46,Received
PUR000895,P0006,V015,WH006,2026-05-14,262,5465.34,Received
PUR000896,P0093,V030,WH008,2026-03-24,772,11371.28,Received
PUR000897,P0008,V004,WH008,2026-02-24,531,10677.42,Received
PUR000898,P0108,V022,WH008,2025-08-07,868,8810.33,Received
PUR000899,P0075,V016,WH001,2025-09-02,574,10275.61,Received
PUR000900,P0077,V005,WH004,2026-08-07,1138,10412.74,Received
PUR000901,P0050,V020,WH007,2026-07-12,245,3582.81,Received
PUR000902,P0011,V021,WH001,2026-04-10,233,10543.39,Received
PUR000903,P0095,V012,WH004,2025-09-02,737,11303.8,Received
PUR000904,P0070,V008,WH007,2025-08-23,86,10678.41,Received
PUR000905,P0016,V030,WH003,2025-09-09,415,2657.2,Received
PUR000906,P0068,V012,WH007,2025-09-27,631,4860.65,Received
PUR000907,P0099,V023,WH006,2026-01-03,1055,9381.74,Received
PUR000908,P0048,V006,WH001,2026-06-20,789,4352.23,Received
PUR000909,P0064,V020,WH003,2025-09-29,426,5212.86,Received
PUR000910,P0090,V017,WH006,2026-01-11,944,9043.63,Received
PUR000911,P0076,V030,WH004,2026-03-19,666,7507.37,Received
PUR000912,P0139,V022,WH007,2026-03-01,241,11868.16,Received
PUR000913,P0101,V023,WH006,2026-06-09,1199,6731.6,Received
PUR000914,P0089,V025,WH003,2026-03-26,673,6976.69,Received
PUR000915,P0018,V017,WH001,2025-12-03,447,811.13,Received
PUR000916,P0019,V030,WH001,2026-01-27,996,8189.5,Received
PUR000917,P0055,V026,WH008,2025-09-21,1025,10243.41,Received
PUR000918,P0102,V012,WH007,2025-08-30,390,8716.38,Received
PUR000919,P0118,V022,WH006,2025-12-12,869,7251.2,Received
PUR000920,P0134,V019,WH008,2025-08-10,875,3132.06,Received
PUR000921,P0004,V003,WH003,2026-08-13,248,1445.43,Received
PUR000922,P0108,V022,WH008,2026-04-03,299,8539.98,Received
PUR000923,P0115,V016,WH002,2026-07-05,1090,6213.97,Received
PUR000924,P0029,V008,WH004,2026-03-03,994,4548.88,Received
PUR000925,P0059,V023,WH008,2025-09-01,777,8407.16,Received
PUR000926,P0125,V006,WH004,2026-05-29,1067,11000.89,Received
PUR000927,P0098,V025,WH003,2025-12-10,340,6690.51,Received
PUR000928,P0017,V024,WH002,2026-08-02,293,11922.17,Received
PUR000929,P0107,V004,WH001,2026-01-26,575,4430.08,Received
PUR000930,P0043,V006,WH007,2026-05-13,863,12424.86,Received
PUR000931,P0080,V027,WH005,2026-05-06,687,10198.91,Received
PUR000932,P0008,V004,WH005,2026-06-04,1019,11019.35,Received
PUR000933,P0141,V011,WH007,2025-10-14,399,2536.61,Received
PUR000934,P0106,V022,WH003,2025-11-09,730,9619.81,Received
PUR000935,P0008,V004,WH002,2026-02-16,765,10862.16,Received
PUR000936,P0096,V007,WH002,2026-02-28,694,11301.6,Received
PUR000937,P0094,V022,WH004,2026-07-24,135,3558.41,Received
PUR000938,P0065,V018,WH001,2025-09-10,624,6589.31,Received
PUR000939,P0039,V003,WH006,2026-01-21,1085,7591.26,Received
PUR000940,P0081,V028,WH008,2026-05-29,398,1661.15,Received
PUR000941,P0084,V014,WH002,2026-06-11,485,282.35,Received
PUR000942,P0088,V029,WH007,2026-08-15,299,555.62,Received
PUR000943,P0086,V026,WH006,2025-09-13,637,4350.37,Received
PUR000944,P0093,V030,WH005,2026-05-03,137,10639.79,Received
PUR000945,P0086,V026,WH006,2025-11-23,328,4017.72,Received
PUR000946,P0044,V027,WH001,2025-12-09,119,9761.33,Received
PUR000947,P0137,V008,WH007,2025-08-03,280,354.22,Partially Received
PUR000948,P0074,V030,WH001,2025-12-10,1012,8685.08,Received
PUR000949,P0036,V008,WH006,2026-03-23,305,9300.82,Received
PUR000950,P0101,V023,WH008,2026-06-01,347,6440.7,Received
PUR000951,P0104,V009,WH003,2026-01-10,1146,10421.27,Received
PUR000952,P0066,V024,WH002,2026-05-09,82,3478.91,Received
PUR000953,P0055,V026,WH007,2026-05-16,706,9739.52,Received
PUR000954,P0091,V007,WH003,2026-05-12,757,7301.65,Partially Received
PUR000955,P0022,V019,WH006,2026-01-26,1050,8192.01,Received
PUR000956,P0101,V023,WH002,2026-07-13,658,6565.47,Received
PUR000957,P0121,V008,WH004,2025-11-22,955,4151.37,Received
PUR000958,P0093,V030,WH003,2025-09-08,1135,10804.88,Received
PUR000959,P0108,V022,WH003,2026-03-27,495,8561.95,Received
PUR000960,P0141,V011,WH006,2026-08-04,72,2494.09,Received
PUR000961,P0010,V028,WH005,2026-07-28,773,11149.19,Received
PUR000962,P0009,V004,WH006,2026-01-01,505,11725.71,Received
PUR000963,P0034,V003,WH003,2025-08-22,1155,8637.33,Received
PUR000964,P0129,V026,WH002,2026-01-20,428,4712.01,Received
PUR000965,P0089,V025,WH008,2026-05-09,1050,6942.75,Received
PUR000966,P0093,V030,WH005,2026-01-16,687,10318.01,Received
PUR000967,P0071,V022,WH006,2026-01-29,854,8881.09,Received
PUR000968,P0067,V026,WH008,2025-11-16,895,396.17,Received
PUR000969,P0148,V013,WH007,2026-04-08,386,2597.4,Received
PUR000970,P0117,V015,WH006,2025-09-16,1021,7473.46,Received
PUR000971,P0094,V022,WH003,2026-01-08,269,3500.79,Received
PUR000972,P0099,V023,WH008,2026-02-15,399,9840.46,Received
PUR000973,P0113,V024,WH003,2025-10-06,891,6389.55,Received
PUR000974,P0103,V029,WH004,2025-08-13,854,10544.1,Received
PUR000975,P0091,V007,WH008,2026-04-05,794,7101.19,Received
PUR000976,P0090,V017,WH008,2025-12-17,938,9013.89,Received
PUR000977,P0017,V024,WH006,2026-03-10,474,11754.93,Received
PUR000978,P0018,V017,WH003,2026-02-24,385,872.73,Received
PUR000979,P0116,V004,WH007,2026-07-27,422,6640.42,Received
PUR000980,P0093,V030,WH001,2025-12-27,77,10908.88,Received
PUR000981,P0091,V007,WH005,2026-05-18,540,7268.43,Received
PUR000982,P0082,V005,WH001,2025-08-29,1158,7474.09,Received
PUR000983,P0068,V012,WH005,2025-10-11,229,4918.52,Received
PUR000984,P0114,V012,WH007,2026-04-17,1084,11273.29,Received
PUR000985,P0001,V007,WH008,2026-01-05,835,8237.62,Received
PUR000986,P0058,V019,WH008,2026-04-17,192,3944.6,Received
PUR000987,P0109,V007,WH006,2026-04-21,253,5370.7,Received
PUR000988,P0148,V013,WH004,2025-08-29,812,2561.14,Received
PUR000989,P0116,V004,WH003,2025-09-21,812,6645.98,Partially Received
PUR000990,P0087,V004,WH003,2026-07-10,1082,8545.65,Received
PUR000991,P0010,V028,WH003,2026-01-07,138,10686.28,Received
PUR000992,P0059,V023,WH006,2025-11-20,354,8214.4,Received
PUR000993,P0041,V003,WH005,2025-09-30,1117,8195.3,Received
PUR000994,P0105,V029,WH008,2026-06-07,343,1136.12,Received
PUR000995,P0133,V023,WH007,2026-04-11,1030,8957.46,Received
PUR000996,P0122,V005,WH003,2025-10-03,1190,12264.51,Received
PUR000997,P0145,V019,WH001,2026-05-05,303,8582.08,Received
PUR000998,P0022,V019,WH003,2026-07-04,232,8579.16,Received
PUR000999,P0098,V025,WH008,2026-06-23,948,6702.72,Received
PUR001000,P0068,V012,WH006,2026-07-28,771,5002.4,Received
PUR001001,P0139,V022,WH007,2026-05-14,358,12211.88,Received
PUR001002,P0056,V026,WH004,2026-08-07,1065,148.75,Received
PUR001003,P0149,V015,WH007,2025-09-27,124,1615.11,Received
PUR001004,P0099,V023,WH001,2026-04-04,789,9206.93,Received
PUR001005,P0076,V030,WH003,2025-10-01,735,7772.47,Received
PUR001006,P0026,V027,WH003,2025-08-06,782,2286.38,Received
PUR001007,P0115,V016,WH002,2026-03-16,398,6252.7,Received
PUR001008,P0147,V024,WH005,2025-08-10,732,613.85,Received
PUR001009,P0109,V007,WH001,2026-05-13,244,5493.82,Received
PUR001010,P0047,V012,WH002,2026-05-20,757,10812.52,Received
PUR001011,P0071,V022,WH007,2026-04-24,255,8997.56,Received
PUR001012,P0040,V004,WH004,2025-08-31,202,2817.89,Received
PUR001013,P0133,V023,WH005,2026-02-02,731,9134.41,Received
PUR001014,P0149,V015,WH001,2026-04-17,463,1546.38,Received
PUR001015,P0132,V005,WH003,2026-07-04,642,11753.06,Partially Received
PUR001016,P0023,V006,WH007,2026-07-25,1049,3067.68,Received
PUR001017,P0106,V022,WH001,2026-03-16,1170,10231.13,Received
PUR001018,P0084,V014,WH003,2025-10-24,1147,289.58,Received
PUR001019,P0143,V019,WH008,2026-01-01,768,10868.32,Received
PUR001020,P0116,V004,WH005,2026-02-08,174,6693.54,Received
PUR001021,P0109,V007,WH008,2026-05-07,276,5501.06,Received
PUR001022,P0136,V001,WH008,2026-01-15,254,8360.87,Received
PUR001023,P0041,V003,WH003,2026-03-04,519,7969.73,Received
PUR001024,P0112,V030,WH004,2025-09-04,308,4966.02,Received
PUR001025,P0147,V024,WH007,2026-01-24,529,653.75,Partially Received
PUR001026,P0112,V030,WH006,2026-05-10,728,4613.22,Received
PUR001027,P0103,V029,WH003,2025-11-13,804,10017.44,Received
PUR001028,P0046,V016,WH004,2025-09-26,913,3597.45,Received
PUR001029,P0068,V012,WH006,2026-02-06,795,5110.47,Received
PUR001030,P0122,V005,WH007,2026-01-29,317,11808.38,Received
PUR001031,P0015,V009,WH008,2025-11-15,156,3743.66,Received
PUR001032,P0129,V026,WH005,2025-09-08,395,4565.95,Received
PUR001033,P0111,V009,WH005,2025-11-01,106,9015.96,Received
PUR001034,P0024,V017,WH007,2026-04-02,456,8953.87,Partially Received
PUR001035,P0027,V028,WH007,2026-01-15,783,8124.11,Received
PUR001036,P0040,V004,WH001,2026-05-23,721,2991.05,Received
PUR001037,P0024,V017,WH004,2026-06-08,961,9152.24,Received
PUR001038,P0024,V017,WH008,2026-01-03,171,8471.38,Received
PUR001039,P0004,V003,WH004,2025-12-08,1051,1505.06,Received
PUR001040,P0067,V026,WH007,2025-09-06,826,380.22,Received
PUR001041,P0034,V003,WH002,2026-08-07,254,8644.21,Received
PUR001042,P0116,V004,WH002,2026-07-17,694,6531.5,Received
PUR001043,P0023,V006,WH006,2025-09-07,580,3025.87,Received
PUR001044,P0109,V007,WH006,2026-07-31,57,5503.32,Received
PUR001045,P0069,V015,WH002,2026-06-15,1179,3050.63,Received
PUR001046,P0095,V012,WH007,2025-10-17,841,12083.54,Received
PUR001047,P0062,V028,WH007,2025-08-28,440,4209.11,Received
PUR001048,P0057,V001,WH006,2026-05-03,367,890.14,Received
PUR001049,P0054,V009,WH003,2026-02-13,1122,8247.64,Received
PUR001050,P0070,V008,WH007,2026-07-13,767,11832.59,Received
PUR001051,P0101,V023,WH002,2026-01-15,292,6952.36,Received
PUR001052,P0057,V001,WH004,2026-04-21,327,889.29,Received
PUR001053,P0138,V022,WH007,2026-08-17,995,9506.93,Received
PUR001054,P0135,V001,WH008,2025-10-01,752,11082.62,Received
PUR001055,P0103,V029,WH007,2025-11-22,1052,10674.75,Received
PUR001056,P0085,V023,WH003,2025-08-30,463,900.53,Received
PUR001057,P0061,V017,WH006,2025-11-01,1156,527.96,Received
PUR001058,P0003,V012,WH007,2025-12-15,424,8012.42,Received
PUR001059,P0128,V018,WH005,2026-06-30,872,11282.5,Received
PUR001060,P0086,V026,WH001,2026-05-16,797,4208.53,Received
PUR001061,P0047,V012,WH002,2025-09-18,134,11069.8,Received
PUR001062,P0076,V030,WH008,2026-07-26,1164,8176.32,Received
PUR001063,P0038,V018,WH008,2026-07-22,84,1959.25,Received
PUR001064,P0141,V011,WH008,2025-11-21,844,2685.42,Received
PUR001065,P0087,V004,WH005,2026-04-04,258,8540.76,Received
PUR001066,P0058,V019,WH008,2025-11-26,321,4003.57,Received
PUR001067,P0050,V020,WH008,2025-11-06,988,3424.08,Received
PUR001068,P0030,V028,WH006,2026-02-02,388,8799.72,Received
PUR001069,P0101,V023,WH004,2026-06-02,252,6467.5,Received
PUR001070,P0025,V006,WH001,2025-11-13,214,5022.46,Received
PUR001071,P0112,V030,WH005,2025-11-12,926,5035.18,Received
PUR001072,P0126,V010,WH001,2025-12-27,1055,11201.17,Received
PUR001073,P0123,V009,WH002,2025-11-04,940,3832.58,Received
PUR001074,P0047,V012,WH006,2026-08-10,708,11476.2,Partially Received
PUR001075,P0118,V022,WH007,2026-07-08,196,7333.79,Received
PUR001076,P0039,V003,WH004,2026-03-06,236,7825.87,Received
PUR001077,P0016,V030,WH006,2025-11-06,1054,2673.8,Received
PUR001078,P0022,V019,WH001,2026-02-25,649,8023.2,Received
PUR001079,P0054,V009,WH005,2025-08-23,183,8529.53,Received
PUR001080,P0149,V015,WH002,2026-06-07,72,1615.29,Received
PUR001081,P0016,V030,WH002,2026-06-10,237,2723.2,Received
PUR001082,P0059,V023,WH006,2025-10-28,1018,7767.13,Received
PUR001083,P0031,V003,WH007,2025-09-14,843,2885.78,Received
PUR001084,P0032,V028,WH005,2026-04-08,404,3104.6,Received
PUR001085,P0009,V004,WH007,2026-05-03,75,10998.09,Received
PUR001086,P0139,V022,WH007,2025-11-06,137,11564.85,Received
PUR001087,P0010,V028,WH008,2026-05-11,919,10883.57,Received
PUR001088,P0017,V024,WH005,2026-02-01,817,11480.49,Received
PUR001089,P0068,V012,WH001,2025-09-26,799,4909.44,Received
PUR001090,P0048,V006,WH006,2026-03-29,1035,4489.51,Received
PUR001091,P0111,V009,WH006,2025-11-14,822,9032.35,Received
PUR001092,P0123,V009,WH008,2026-01-18,864,3665.49,Received
PUR001093,P0149,V015,WH003,2026-06-11,874,1563.13,Received
PUR001094,P0101,V023,WH006,2025-12-28,727,6895.91,Received
PUR001095,P0102,V012,WH002,2026-06-07,1123,8262.35,Received
PUR001096,P0065,V018,WH001,2026-01-27,41,6205.19,Received
PUR001097,P0051,V018,WH005,2026-07-16,862,6407.53,Received
PUR001098,P0036,V008,WH006,2026-01-14,1136,9486.36,Received
PUR001099,P0081,V028,WH001,2026-05-06,211,1629.38,Received
PUR001100,P0127,V005,WH008,2025-08-17,1038,398.81,Received
PUR001101,P0088,V029,WH006,2025-09-21,1146,562.29,Received
PUR001102,P0104,V009,WH005,2026-06-21,415,9575.56,Received
PUR001103,P0015,V009,WH004,2026-07-26,1050,3630.36,Received
PUR001104,P0096,V007,WH005,2026-04-11,659,11935.06,Received
PUR001105,P0123,V009,WH005,2026-01-25,1038,3973.84,Received
PUR001106,P0001,V007,WH005,2025-11-20,586,7566.04,Received
PUR001107,P0122,V005,WH006,2025-11-06,250,11750.24,Received
PUR001108,P0126,V010,WH003,2026-05-23,893,10902.03,Received
PUR001109,P0057,V001,WH005,2026-05-02,593,885.46,Received
PUR001110,P0081,V028,WH008,2026-02-04,259,1588.84,Received
PUR001111,P0073,V014,WH002,2025-11-10,109,1134.09,Received
PUR001112,P0141,V011,WH002,2026-01-04,251,2692.09,Partially Received
PUR001113,P0070,V008,WH008,2025-08-16,476,11318.33,Received
PUR001114,P0006,V015,WH001,2026-03-30,252,4999.37,Received
PUR001115,P0084,V014,WH003,2025-11-17,373,282.64,Received
PUR001116,P0052,V008,WH001,2026-01-22,1024,955.12,Received
PUR001117,P0003,V012,WH008,2025-12-22,458,7444.55,Received
PUR001118,P0081,V028,WH002,2025-11-24,364,1638.61,Received
PUR001119,P0063,V012,WH007,2025-08-02,683,7407.75,Received
PUR001120,P0049,V017,WH002,2025-11-07,676,6765.02,Partially Received
PUR001121,P0076,V030,WH004,2026-03-16,149,7705.74,Received
PUR001122,P0112,V030,WH005,2026-02-25,160,4654.52,Received
PUR001123,P0109,V007,WH007,2026-06-01,434,5124.7,Received
PUR001124,P0065,V018,WH002,2025-09-05,1136,6051.55,Received
PUR001125,P0081,V028,WH006,2026-02-02,645,1607.02,Received
PUR001126,P0015,V009,WH006,2026-03-27,303,3796.2,Received
PUR001127,P0100,V026,WH001,2025-12-07,242,750.03,Received
PUR001128,P0032,V028,WH007,2026-07-15,763,3033.86,Received
PUR001129,P0096,V007,WH001,2026-03-04,482,11566.42,Received
PUR001130,P0128,V018,WH005,2025-12-25,1183,12045.41,Received
PUR001131,P0146,V024,WH005,2025-10-24,376,10683.47,Received
PUR001132,P0113,V024,WH004,2025-12-26,1066,6472.83,Received
PUR001133,P0083,V011,WH008,2026-04-07,878,2418.24,Received
PUR001134,P0043,V006,WH008,2025-09-25,684,11902.0,Received
PUR001135,P0116,V004,WH003,2026-01-22,1034,7029.86,Received
PUR001136,P0078,V019,WH001,2026-05-30,104,6327.29,Received
PUR001137,P0058,V019,WH005,2026-05-09,640,4049.43,Received
PUR001138,P0033,V005,WH008,2026-07-31,1074,10554.53,Received
PUR001139,P0014,V025,WH001,2026-04-02,259,7635.8,Received
PUR001140,P0132,V005,WH005,2025-11-01,382,12062.45,Received
PUR001141,P0059,V023,WH002,2026-01-11,841,8348.2,Received
PUR001142,P0083,V011,WH001,2025-12-14,687,2426.75,Received
PUR001143,P0134,V019,WH002,2026-03-17,118,2899.56,Received
PUR001144,P0121,V008,WH001,2026-06-13,66,4418.98,Received
PUR001145,P0083,V011,WH003,2025-08-24,858,2507.14,Received
PUR001146,P0027,V028,WH004,2025-09-14,441,8008.49,Received
PUR001147,P0080,V027,WH006,2026-07-20,81,9849.27,Received
PUR001148,P0134,V019,WH008,2025-10-11,1152,3019.08,Received
PUR001149,P0013,V028,WH006,2025-09-17,1162,4533.92,Received
PUR001150,P0064,V020,WH006,2025-11-12,1029,5197.5,Received
PUR001151,P0147,V024,WH002,2025-11-29,617,631.56,Received
PUR001152,P0080,V027,WH007,2026-03-19,411,9878.26,Received
PUR001153,P0123,V009,WH005,2025-09-01,996,3947.37,Received
PUR001154,P0043,V006,WH006,2026-02-14,1095,11801.61,Received
PUR001155,P0089,V025,WH003,2025-12-01,622,6509.06,Received
PUR001156,P0148,V013,WH006,2026-03-17,356,2657.49,Received
PUR001157,P0095,V012,WH001,2026-05-26,829,11209.04,Received
PUR001158,P0002,V002,WH002,2026-04-27,771,1208.45,Received
PUR001159,P0120,V021,WH007,2025-09-03,1179,3539.55,Received
PUR001160,P0022,V019,WH001,2026-04-18,900,8437.26,Received
PUR001161,P0115,V016,WH007,2025-08-23,654,6334.65,Received
PUR001162,P0057,V001,WH001,2026-03-28,273,901.2,Received
PUR001163,P0072,V016,WH001,2025-11-03,1157,1949.7,Received
PUR001164,P0007,V019,WH008,2026-02-25,39,446.12,Received
PUR001165,P0119,V010,WH004,2026-02-23,547,11059.44,Received
PUR001166,P0114,V012,WH004,2026-01-17,1188,12109.41,Received
PUR001167,P0016,V030,WH005,2026-05-28,395,2666.78,Received
PUR001168,P0083,V011,WH002,2025-09-24,185,2413.73,Received
PUR001169,P0072,V016,WH003,2025-11-02,880,1956.18,Received
PUR001170,P0124,V016,WH003,2026-01-17,636,2135.51,Received
PUR001171,P0113,V024,WH003,2026-02-27,631,6333.65,Received
PUR001172,P0012,V020,WH008,2026-03-28,522,10277.64,Received
PUR001173,P0126,V010,WH001,2025-08-27,932,10748.86,Received
PUR001174,P0053,V027,WH004,2025-10-30,98,3653.8,Received
PUR001175,P0075,V016,WH002,2025-11-02,604,9852.9,Received
PUR001176,P0133,V023,WH001,2026-03-04,707,9209.93,Received
PUR001177,P0027,V028,WH007,2026-07-25,415,8136.2,Received
PUR001178,P0140,V025,WH004,2025-08-23,1146,6798.85,Received
PUR001179,P0145,V019,WH004,2026-08-17,421,8453.15,Received
PUR001180,P0134,V019,WH006,2026-03-13,994,3045.11,Received
PUR001181,P0097,V015,WH006,2025-10-23,243,1036.76,Received
PUR001182,P0005,V005,WH008,2025-11-24,537,6509.23,Received
PUR001183,P0057,V001,WH002,2025-09-23,653,891.92,Received
PUR001184,P0078,V019,WH007,2026-08-16,255,5841.05,Received
PUR001185,P0069,V015,WH002,2025-08-31,135,3115.18,Received
PUR001186,P0118,V022,WH002,2025-10-31,245,6845.04,Received
PUR001187,P0120,V021,WH008,2025-08-26,249,3310.72,Received
PUR001188,P0059,V023,WH008,2025-12-03,201,7840.49,Received
PUR001189,P0033,V005,WH001,2026-01-27,229,11411.61,Received
PUR001190,P0062,V028,WH005,2026-02-04,115,4148.55,Partially Received
PUR001191,P0050,V020,WH008,2025-11-17,913,3501.36,Received
PUR001192,P0112,V030,WH002,2025-09-18,775,4782.91,Received
PUR001193,P0019,V030,WH006,2026-02-08,1129,8154.43,Received
PUR001194,P0123,V009,WH005,2025-11-13,434,3785.05,Received
PUR001195,P0047,V012,WH001,2026-01-10,413,10750.11,Received
PUR001196,P0033,V005,WH005,2026-03-29,715,11070.87,Received
PUR001197,P0141,V011,WH003,2025-09-22,863,2638.29,Received
PUR001198,P0084,V014,WH007,2026-02-27,623,311.72,Received
PUR001199,P0135,V001,WH005,2026-08-16,601,11086.77,Received
PUR001200,P0079,V004,WH002,2026-06-04,152,7706.3,Received
PUR001201,P0014,V025,WH001,2025-08-28,810,8089.99,Received
PUR001202,P0147,V024,WH007,2025-11-14,668,604.1,Received
PUR001203,P0128,V018,WH002,2025-09-25,240,11775.36,Received
PUR001204,P0054,V009,WH007,2026-05-24,995,8189.15,Received
PUR001205,P0148,V013,WH006,2026-06-20,1089,2516.29,Received
PUR001206,P0029,V008,WH003,2026-04-01,807,4591.2,Received
PUR001207,P0024,V017,WH006,2025-11-23,710,8858.33,Received
PUR001208,P0082,V005,WH002,2026-03-18,58,7505.42,Received
PUR001209,P0063,V012,WH002,2026-06-06,709,7911.99,Received
PUR001210,P0105,V029,WH002,2026-02-14,181,1051.88,Received
PUR001211,P0057,V001,WH004,2025-11-21,1147,978.48,Received
PUR001212,P0136,V001,WH003,2026-02-10,180,7887.5,Received
PUR001213,P0062,V028,WH007,2026-08-16,1097,4112.82,Received
PUR001214,P0017,V024,WH008,2026-06-23,1077,11175.57,Received
PUR001215,P0066,V024,WH002,2026-01-16,261,3194.97,Received
PUR001216,P0006,V015,WH002,2026-06-15,986,5405.95,Received
PUR001217,P0058,V019,WH007,2025-12-08,909,4043.05,Partially Received
PUR001218,P0069,V015,WH008,2026-05-31,132,3131.74,Received
PUR001219,P0062,V028,WH006,2026-08-13,1033,4022.59,Received
PUR001220,P0082,V005,WH006,2026-08-10,337,7555.48,Received
PUR001221,P0071,V022,WH002,2025-09-21,42,8821.94,Received
PUR001222,P0131,V001,WH001,2026-05-15,843,250.39,Received
